91267,0
91293,1
91296,0
91308,1
91312,0
91314,1
91319,0
91335,0
91347,0
91379,1
91387,1
91390,1
91396,1
91403,1
91412,1
91444,1
91456,1
91457,0
91462,0
91488,1
91520,0
91530,0
91534,0
91550,1
91559,1
91582,0
91592,0
91599,1
91608,0
91638,1
91639,0
91648,0
91656,1
91682,0
91691,0
91696,1
91702,1
91710,0
91723,0
91742,0
91789,0
91790,0
91792,1
91801,0
91803,0
91806,0
91810,0
91815,0
91816,1
91828,1
91829,1
91831,0
91832,0
91838,0
91875,1
91878,0
91879,0
91908,1
91930,1
91952,1
91987,0
91990,0
91991,1
92027,1
92038,1
92082,1
92105,1
92118,0
92127,1
92133,1
92140,0
92142,1
92154,1
92179,1
92243,0
92249,0
92252,0
92262,1
92270,1
92287,0
92328,1
92333,0
92338,0
92339,0
92341,1
92342,0
92344,1
92345,1
92354,1
92375,1
92380,1
92403,0
92404,0
92407,1
92408,0
92416,1
92437,0
92448,1
92453,0
92456,0
92458,1
92463,1
92468,0
92476,0
92483,0
92484,1
92485,0
92489,0
92493,1
92494,1
92497,0
92518,1
92539,0
92550,1
92552,0
92588,1
92595,0
92601,0
92603,0
92605,0
92607,0
92611,0
92612,1
92616,0
92620,1
92639,1
92648,0
92650,1
92662,0
92667,1
92678,1
92684,0
92688,0
92694,0
92706,0
92722,0
92737,0
92739,1
92740,1
92748,1
92763,0
92769,0
92795,0
92800,0
92833,1
